Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"1,551",Samaritan Girl 2006 Re-release,"$9,421",-,-,"$9,421",100%
"1,552",Crazy Like a Fox,"$9,376","$9,376",100%,-,-
"1,553",Mura no shashinshuu,"$9,337",-,-,"$9,337",100%
"1,554",Rolling Family 2006 Re-release,"$9,291","$9,291",100%,-,-
"1,555",Illusion,"$9,261","$9,261",100%,-,-
"1,556",Triple Agent 2006 Re-release,"$9,260",-,-,"$9,260",100%
"1,557",French Spies 2006 Re-release,"$9,217",-,-,"$9,217",100%
"1,558",Reefer Madness: The Movie Musical,"$8,972",-,-,"$8,972",100%
"1,559",An Italian Romance 2006 Re-release,"$8,675",-,-,"$8,675",100%
"1,560",Oldboy 2006 Re-release,"$8,497",-,-,"$8,497",100%
"1,561",Ruby & Quentin 2006 Re-release,"$8,387",-,-,"$8,387",100%
"1,562",Notre musique 2006 Re-release,"$8,327",-,-,"$8,327",100%
"1,563",Fall to Grace,"$8,043","$8,043",100%,-,-
"1,564",Sabah,"$7,963",-,-,"$7,963",100%
"1,565",Hayat,"$7,936",-,-,"$7,936",100%
"1,566",Neverwas,"$7,897",-,-,"$7,897",100%
"1,567",O Diabo a Quatro,"$7,895",-,-,"$7,895",100%
"1,568",Vettaiyaadu Vilaiyaadu,"$7,888",-,-,"$7,888",100%
"1,569",Coastlines,"$7,883","$7,883",100%,-,-
"1,570",Special,"$7,765",-,-,"$7,765",100%
"1,571",Zerophilia,"$7,763","$7,763",100%,-,-
"1,572",Kill Your Idols,"$7,753","$7,753",100%,-,-
"1,573",El sueño del regreso,"$7,668","$7,668",100%,-,-
"1,574",Frozen Land 2006 Re-release,"$7,664",-,-,"$7,664",100%
"1,575",The Whore's Son,"$7,656","$7,656",100%,-,-
"1,576",Masai: The Rain Warriors 2006 Re-release,"$7,650","$7,650",100%,-,-
"1,577",loudQUIETloud: A Film About the Pixies,"$7,506","$7,506",100%,-,-
"1,578",The Cult of the Suicide Bomber,"$7,451","$7,451",100%,-,-
"1,579",Sex hopp & kärlek,"$7,416",-,-,"$7,416",100%
"1,580",Every So Often in the World... 2006 Re-release,"$7,259",-,-,"$7,259",100%
"1,581",The Girl from the Chartreuse 2006 Re-release,"$7,212",-,-,"$7,212",100%
"1,582",Kettle of Fish,"$7,196","$7,196",100%,-,-
"1,583",Saint of 9/11,"$7,137","$7,137",100%,-,-
"1,584","Sorry, Haters","$7,129","$7,129",100%,-,-
"1,585",Mendy,"$7,123","$7,123",100%,-,-
"1,586",Santa's Slay,"$6,982",-,-,"$6,982",100%
"1,587",Route,"$6,959",-,-,"$6,959",100%
"1,588",The Young Black Stallion 2006 Re-release,"$6,915",-,-,"$6,915",100%
"1,589",Chicha tu madre,"$6,909",-,-,"$6,909",100%
"1,590",Mariages! 2006 Re-release,"$6,818",-,-,"$6,818",100%
"1,591","Young, Beautiful and Screwed Up 2006 Re-release","$6,750",-,-,"$6,750",100%
"1,592",My Fair Lady,"$6,679",-,-,"$6,679",100%
"1,593",The West Wittering Affair,"$6,622",-,-,"$6,622",100%
"1,594",We Go Way Back,"$6,529","$6,529",100%,-,-
"1,595",Beyond Honor,"$6,437","$6,437",100%,-,-
"1,596",Dreamland,"$6,383","$6,383",100%,-,-
"1,597","Good Morning, Night 2006 Re-release","$6,263",-,-,"$6,263",100%
"1,598",Puritan,"$6,231",-,-,"$6,231",100%
"1,599",The Prince and the Pauper,"$6,228",-,-,"$6,228",100%
"1,600",Terre Promise,"$6,216",-,-,"$6,216",100%
"1,601",Mi Mejor Enemigo,"$6,092",-,-,"$6,092",100%
"1,602",Jonah: A VeggieTales Movie 2006 Re-release,"$6,066",-,-,"$6,066",100%
"1,603",Odd Man Out 2006 Re-release,"$5,935",-,-,"$5,935",100%
"1,604",Magicians,"$5,879",-,-,"$5,879",100%
"1,605",Dead Man's Cards,"$5,870",-,-,"$5,870",100%
"1,606",The Five of Us 2006 Re-release,"$5,747",-,-,"$5,747",100%
"1,607",Jailbait,"$5,741","$5,741",100%,-,-
"1,608",Pizza,"$5,716","$5,716",100%,-,-
"1,609",A Perfect Day,"$5,491",-,-,"$5,491",100%
"1,610",Brodeuses - A Common Thread 2006 Re-release,"$5,460",-,-,"$5,460",100%
"1,611",Unnatural & Accidental,"$5,420","$5,420",100%,-,-
"1,612",Say Uncle,"$5,361","$5,361",100%,-,-
"1,613",Hair High,"$5,342","$5,342",100%,-,-
"1,614",Mouth to Mouth,"$5,318","$2,150",40.4%,"$3,168",59.6%
"1,615",Facing Windows 2006 Re-release,"$5,235",-,-,"$5,235",100%
"1,616",Room,"$5,228","$5,228",100%,-,-
"1,617",King Leopold's Ghost,"$5,194","$5,194",100%,-,-
"1,618",Le courage d'aimer 2006 Re-release,"$4,997",-,-,"$4,997",100%
"1,619",Ryna,"$4,952",-,-,"$4,952",100%
"1,620",The Good Girl 2006 Re-release,"$4,840",-,-,"$4,840",100%
"1,621",The Pusher Trilogy,"$4,815","$4,815",100%,-,-
"1,622",50 Ways of Saying Fabulous,"$4,800","$4,800",100%,-,-
"1,623",Street Fight,"$4,779","$4,779",100%,-,-
"1,624",The Corsican File 2006 Re-release,"$4,728",-,-,"$4,728",100%
"1,625",Pudhu Pettai,"$4,652",-,-,"$4,652",100%
"1,626",The Fall of Fujimori,"$4,630","$4,630",100%,-,-
"1,627",The Dogwalker 2006 Re-release,"$4,604","$4,604",100%,-,-
"1,628",The Tollbooth,"$4,546","$4,546",100%,-,-
"1,629",Looking for Kitty,"$4,480","$4,480",100%,-,-
"1,630",Cowboy del Amor,"$4,438","$4,438",100%,-,-
"1,631",Coffee Date,"$4,412","$4,412",100%,-,-
"1,632",Deep Blue 2006 Re-release,"$4,278",-,-,"$4,278",100%
"1,633",Simon 2006 Re-release,"$4,055","$4,055",100%,-,-
"1,634",Psychopathia Sexualis,"$4,012","$4,012",100%,-,-
"1,635",Going Under,"$3,917","$3,917",100%,-,-
"1,636",Bugsy Malone 2006 Re-release,"$3,885",-,-,"$3,885",100%
"1,637",Edelweibpiraten,"$3,859",-,-,"$3,859",100%
"1,638",Iné svety,"$3,850",-,-,"$3,850",100%
"1,639",Hatsukoi,"$3,846",-,-,"$3,846",100%
"1,640",Tell Them Who You Are 2006 Re-release,"$3,833",-,-,"$3,833",100%
"1,641",Shock to the System,"$3,768","$3,768",100%,-,-
"1,642",The Investigation,"$3,764",-,-,"$3,764",100%
"1,643",Rampage,"$3,742",-,-,"$3,742",100%
"1,644",Synesthesia,"$3,661",-,-,"$3,661",100%
"1,645",Zoom,"$3,504",-,-,"$3,504",100%
"1,646",Otakus in Love,"$3,374",-,-,"$3,374",100%
"1,647",Blossoms of Fire,"$3,365","$3,365",100%,-,-
"1,648",Calvaire,"$3,260","$3,260",100%,-,-
"1,649",Endgame,"$3,215",-,-,"$3,215",100%
"1,650",95 Miles to Go,"$3,195","$3,195",100%,-,-
"1,651",Four Eyed Monsters,"$3,135","$3,135",100%,-,-
"1,652",BrainWaves,"$3,111",-,-,"$3,111",100%
"1,653",Turtles Swim Faster Than Expected 2006 Re-release,"$3,005",-,-,"$3,005",100%
"1,654",Battle Royale II 2006 Re-release,"$3,003",-,-,"$3,003",100%
"1,655",As Far as My Feet Will Carry Me 2006 Re-release,"$2,986",-,-,"$2,986",100%
"1,656",Dog Lover's Symphony,"$2,968","$2,968",100%,-,-
"1,657",Let's Be Friends 2006 Re-release,"$2,918",-,-,"$2,918",100%
"1,658",The Element of Crime/Epidemic/Europa,"$2,815",-,-,"$2,815",100%
"1,659",Real: The Movie 2006 Re-release,"$2,764",-,-,"$2,764",100%
"1,660",Agnes and His Brothers 2006 Re-release,"$2,731","$2,731",100%,-,-
"1,661",Japanese Story 2006 Re-release,"$2,659",-,-,"$2,659",100%
"1,662",Out of Place: Memories of Edward Said,"$2,547","$2,547",100%,-,-
"1,663",Bye Bye Harry!,"$2,540",-,-,"$2,540",100%
"1,664",Herbie Hancock: Possibilities,"$2,493","$2,493",100%,-,-
"1,665",Rank,"$2,485","$2,485",100%,-,-
"1,666",Alyosha Popovich and Tugarin Zmey 2006 Re-release,"$2,414",-,-,"$2,414",100%
"1,667",Prayer Beads,"$2,405",-,-,"$2,405",100%
"1,668",Si totul era nimic,"$2,264",-,-,"$2,264",100%
"1,669",The Big Question,"$2,248","$2,248",100%,-,-
"1,670",Mirage,"$2,241","$2,241",100%,-,-
"1,671","The Love Boat: By Hook or by Crook/Revenge with the Proper Stranger/Don't Get Mad, Get Even","$2,216",-,-,"$2,216",100%
"1,672",Workingman's Death,"$2,214","$2,214",100%,-,-
"1,673",George Bush Goes to Heaven,"$2,192","$2,192",100%,-,-
"1,674",The Glass Rabbit,"$2,127",-,-,"$2,127",100%
"1,675",48 Days,"$2,125",-,-,"$2,125",100%
"1,676",The Tenants,"$2,010","$2,010",100%,-,-
"1,677",Tetsujin 28,"$1,997",-,-,"$1,997",100%
"1,678",The Surfer King,"$1,990","$1,990",100%,-,-
"1,679",FAQs,"$1,967","$1,967",100%,-,-
"1,680",Christmas Tree Upside Down,"$1,945",-,-,"$1,945",100%
"1,681",Cha-Ci-Pe,"$1,885",-,-,"$1,885",100%
"1,682",Dudes,"$1,833",-,-,"$1,833",100%
"1,683",Abominable,"$1,810","$1,810",100%,-,-
"1,684",A Stranger of Mine,"$1,712",-,-,"$1,712",100%
"1,685",The District 2006 Re-release,"$1,708",-,-,"$1,708",100%
"1,686",Power and Terror: Noam Chomsky in Our Times 2006 Re-release,"$1,703","$1,703",100%,-,-
"1,687",Headspace,"$1,650","$1,650",100%,-,-
"1,688",Main Tu Assi Tussi,"$1,632",-,-,"$1,632",100%
"1,689",Despre morti numai de bine,"$1,521",-,-,"$1,521",100%
"1,690",Tanguy 2006 Re-release,"$1,239",-,-,"$1,239",100%
"1,691",The Colour of Olives,"$1,169","$1,169",100%,-,-
"1,692",Snuff-Movie,"$1,142",-,-,"$1,142",100%
"1,693",The Ister,"$1,124","$1,124",100%,-,-
"1,694",The Empire in Africa,"$1,088","$1,088",100%,-,-
"1,695",A Fish with a Smile,"$1,050",-,-,"$1,050",100%
"1,696",Turtles Swim Faster Than Expected,$998,-,-,$998,100%
"1,697",Azucena,$995,-,-,$995,100%
"1,698",The Trouble with Men and Women,$967,$967,100%,-,-
"1,699",Shade 2006 Re-release,$954,-,-,$954,100%
"1,700",For More Sun,$927,-,-,$927,100%
"1,701",In Her Line of Fire,$884,$884,100%,-,-
"1,702",Doing Time for Patsy Cline,$831,$831,100%,-,-
"1,703",Issues,$783,$783,100%,-,-
"1,704",Uncut,$762,$762,100%,-,-
"1,705",A New Day in Old Sana'a,$737,$737,100%,-,-
"1,706",The Blind Flyers,$702,-,-,$702,100%
"1,707",Doo Wop,$696,-,-,$696,100%
"1,708",Two Becomes One,$643,-,-,$643,100%
"1,709",Hotel 2006 Re-release,$617,-,-,$617,100%
"1,710",Taste of Love,$456,-,-,$456,100%
"1,711",4 Veci,$441,-,-,$441,100%
"1,712",Serum,$440,$440,100%,-,-
"1,713",Friday or Another Day,$330,-,-,$330,100%
"1,714",Idiot Love 2006 Re-release,$211,-,-,$211,100%
"1,715",Les parrains 2006 Re-release,$200,-,-,$200,100%
"1,716",Last Scene,$158,-,-,$158,100%
"1,717",The Distance,$111,-,-,$111,100%
"1,718",B420,$80,-,-,$80,100%
"1,719",Letter from an Unknown Woman,$78,-,-,$78,100%
"1,720",Peacock,$55,-,-,$55,100%
"1,721",I Love You,$39,-,-,$39,100%
"1,722",Zyzzyx Rd,$30,$30,100%,-,-
"1,723",My Father and I,$20,-,-,$20,100%
